order_id,late_order
1047b86efbe2,0.41144174
c12470ca91cc,0.51799756
6c310cef27cd,0.5839733
edf173950615,0.35790348
ecb531a70cd4,0.4516718
2fa72dc32611,0.7978243
93fb4c074414,0.59876764
9bbeab9387e7,0.34701252
f6676bf4b436,0.82102156
af1d7ba6519a,0.37434608
cbcfa4fc900b,0.20237114
357269395d7d,0.105358236
85ec51666901,0.48727238
e60602567dd9,0.32692465
dea75139c397,0.12278545
ffd80c0ecb66,0.45461777
0f53fc75fa5e,0.44129345
35ffc5e66a5b,0.45807254
d6f1d65ac063,0.29172543
0232626d4348,0.3437958
81f06393a6ff,0.3582525
c7a26a21ecee,0.28920332
dae918a30383,0.61046386
1787bd6a8342,0.1941976
50a2dc49f095,0.47707954
d7763823b223,0.8409099
e656144584f0,0.35576138
1e4ce91549bf,0.7489316
896640b6af26,0.26109147
1afa6cf8bdcd,0.4994032
a0d4d71a7e5b,0.8239383
57904536de4d,0.59598726
4d939ae6f4f8,0.4086651
884542e9e523,0.4105006
ae8dcd49e21b,0.2562443
b9777ced7c63,0.44412607
e54822cf70a6,0.27445552
86f72158e4b3,0.15971598
59a48b219694,0.23085564
0ce4d071b21e,0.21951549
9aa5cb61b6b2,0.41508436
506def782bc4,0.17836659
d5f17cc863d3,0.5309637
93dacddc6c08,0.13216814
5faf1fba291a,0.19900258
859ea5ea2905,0.33408034
528e5a1acba3,0.8674862
4f5f044cdcc2,0.8263056
88463da92d18,0.38654774
db20389d3c43,0.16537638
226886155f1a,0.45642215
44e16927f4a6,0.29499868
95ed6fa32a9b,0.60285544
8773b7bc6462,0.09605695
ea4d78d0c4e8,0.22706285
0d6f0e31aaa1,0.62806743
a92b5a07804d,0.24775119
fd555e590144,0.6648978
3f3cd596bcf1,0.41028368
34743d1e4a0f,0.40941304
1af7e354a714,0.8069801
c7277b32b16d,0.6096047
51fb874ace1d,0.2338692
b70709b10507,0.6319581
00e77526c939,0.48576665
5a44b43c8074,0.4792493
8aead4ba0385,0.9854825
96ba97aaae88,0.25778145
4e591e842f12,0.5485802
5c49fb03b549,0.5625516
7793e0334ce4,0.22193338
dddfb01b5883,0.80896586
4d31b084fe96,0.0
0d0369c6c9c8,0.16839902
cfe58063e9be,0.14469266
d727531d8245,0.6864121
ce067d277301,0.3015688
ffb2b52d5781,0.47088698
0938aa93ab89,0.0
403e7dee948c,0.37631872
0991d455fb0b,0.6460005
6d473eba291f,0.14691159
8606b6c3fd6d,0.3798505
87218ac4bf61,0.64914656
3f10b3cc7e63,0.26709798
5e1293bbd085,0.38005397
50649f4088af,0.56313705
bc6f31c4620f,0.90340805
7d41332a091f,0.5218328
3800989bb2af,0.17654046
f564d55b9928,0.24083988
eb70becf1888,0.39577028
90b3ba2846aa,0.5418545
7397ee0f1543,0.69364274
093a32e321ad,0.45027757
7b9ce0037f15,0.49367318
9fd3e6db9d06,0.50127876
fceec27ba856,0.11895797
607841d28eb4,0.5995202
163c6db79be8,0.33217263
0f2a498e4d9a,0.14355692
8c02b6ab4225,0.28759164
61d8c424d2ca,0.21145411
6273bb6e96e0,0.6506376
ed7c830db5ea,0.23997982
cd4c3b268edd,0.6345576
531a52911ad8,0.31837922
66a852e629f2,0.0
79218feceacd,0.57671547
3590dbeccd6d,0.18397051
e0bc2751918c,0.44903725
e2205a0d44a1,0.6827935
4c9d95558ec9,0.27880844
bbbb6471f8b6,0.67136884
0aa0984230ad,0.43658778
8cd6e327cc5f,0.21061455
d969d3005b4c,0.5393773
fc6bda1ab557,0.4013096
34f963e01d93,0.21132195
095ed5ead478,0.37269798
7c4566e41b3d,0.32032612
23fd59c26a13,0.33572245
ab8886b015e2,0.7728024
8da591c6bd5b,0.7633384
d412933e91b5,0.6461562
e905a6a214d5,0.6119012
ab3f51ab31fe,0.41463092
1f2cebb2cf7d,0.120005675
3bd04bdf0f22,0.23359981
a9268e6bc2c6,0.481622
9c1c75e8cf76,0.47522414
5aaea8297f15,0.57314634
e2fe87768f62,0.587136
86bb2ae69e6e,0.3397399
d767e957f92b,0.2738721
4e2337701d6b,0.21136954
42f3669f9a99,0.14317453
ff335dd91abd,0.4068155
9202fd5ec698,0.2376135
c259164419a7,0.5034349
84074b02e1b0,0.76919657
d72558f409e8,0.3298241
6056608d2a91,0.6790061
6528a1c67705,0.34287357
e72f85e89451,0.5981303
ae6d79746e9c,0.5360381
b23ec4222554,0.3850536
44850e92fd16,0.46616414
491350befd26,0.3625251
362fd31db1b9,0.42248836
46ebc76d51b9,0.15942276
2af093b71422,0.22155082
6db49df79d61,0.18901464
9f51cbd798cb,0.49692246
d1e6d58d1923,0.21253295
0c96653daab4,0.26288003
3f19e2d996b4,0.6217018
f1276f3de69c,0.37637037
08567c16c91f,0.19362757
947800e959a0,0.46564472
21eb1dfc8496,0.9846201
0434dc899c3c,0.5231406
8cc7593bddbc,0.8401087
b16e28fd37e5,0.3618221
103fa97c6ed8,0.37751967
fad82898e752,0.68947107
30e5606e1d2e,0.1566718
87a0469d0ec9,0.58502626
7edc69d89a72,0.16559696
9b6084a4dc6d,0.50370306
dd13d3631f4c,0.48577073
4ad4c6a64879,0.31459698
78d8b47b3373,0.2960146
d9129e791ff7,0.51288694
55ef754e5d64,0.3824819
66ca31573b8b,0.7772954
8e29680db907,0.6683124
373754df8cdd,0.87439173
41b65ebdf002,0.4453528
b43d18fd75ae,0.55266756
a8dceaad6be4,0.40772626
2d685533f664,0.45190525
2067dd481091,0.40193176
59a098862bad,0.19368814
8e71ad9dc925,0.1493482
75358903afe0,0.58872783
b3a8835c4b02,0.708944
5e389566c73f,0.40809864
b2c4c0f1a63d,0.32101917
54c80e1048a4,0.3200502
d6b82e260db8,0.47584957
bfe40b14085a,0.6666205
6fc84e6a71ad,0.2230087
df2de3651050,0.40147683
602f7de8da68,0.35745767
e5d16f7b57a0,0.35204205
fa0c9d6ee269,0.39360142
a9074f434add,0.3834501
bc874752d949,0.4285987
41e620a90889,0.36935166
078bce429b58,0.26400334
89edc13e3a22,0.75680244
1064d1670f71,0.6959596
3fca3ba5f879,0.40567398
c742cb6c4024,0.09903679
4d44de812e8c,0.3483027
804688a73d15,0.41021085
05eda80f5ec4,0.3692347
05c4d89f2b9b,0.17863967
dfd492437e21,0.523935
71f56e8351f4,0.32586727
7aa8ed32cbc2,0.4409922
1c61d04effbc,0.39154994
f908a44e64ac,0.59581906
16ec1a18d911,0.124015085
a8d47508a63f,0.43631518
6e2c5d1dedea,0.20034124
da8a5308e00e,0.37862545
ae2bdb21d812,0.6798354
cfad6e7f1c6c,0.44885182
1.96E+11,0.6955313
c972d1786632,0.60877526
977209a40e5a,0.5651942
46642e959357,0.697726
a26cb131ff15,0.2000709
ccb2e547e19a,0.3759199
e6dd6637a82b,0.29373944
8906989e14cb,0.3181242
0a46817c10c9,0.15673468
94617420b03f,0.30564135
109db0ad06c2,0.4870703
e822b60f6caa,0.38439828
feef7de6ee09,0.8091244
97364593360d,0.33018756
93a74346a6ac,0.51832
7eea1c8409ec,0.32491615
dc130dabec36,0.39376178
8441192c71f1,0.3772705
9a18e3b29b8d,0.44389004
0d8e6ba3813e,0.2749701
4c9ede27b2f3,0.22884639
45f13bdf9059,0.4338195
3e6b716053aa,0.18638095
0998371eb503,0.58770335
0d66bacf2f10,0.37557462
5814b39336fe,0.3620771
51c4124db700,0.38120374
bd0d74187d9f,0.59166497
2f0f9617674e,0.6888862
6b2dc79c5e91,0.8077504
4752b370d228,0.26874417
737389f3b9b9,0.6061185
de6eb2b504f3,0.60342157
58140b806ecb,0.49031538
ad0952f9b7b0,0.6933115
c9139ee73807,0.90172637
ddee16e42567,0.5711489
20ce291ce741,0.5168972
d5356deabcec,0.54778785
ed0ae1b55233,0.862727
40d310e20f9b,0.44192484
bc6883d21f12,0.45734936
0d25135c9cd2,0.12777823
09d647246ca0,0.53822404
b90de4091547,0.21759346
af3e6a899a36,0.58926964
583f62c12dbe,0.9012716
d2b50380fdcc,0.49484167
44bd840400ee,0.3061995
d3cbea8d4161,0.21179886
72d26e6f6859,0.66984874
e998f069ad64,0.124460965
f677ffe268c4,0.5108872
1c691078e07f,0.556261
ffb5da330a6a,0.6248911
786fff327c16,0.19399568
cd18733967f2,0.52928424
93be2a611dae,0.56948435
b0f0f258c2f0,0.4793595
17972420414f,0.63715935
0b58aca30e68,0.3879785
4d1b6f455a74,0.56173664
e1927efe4af8,0.55558884
9d3b82a2f4a6,0.6174931
9156651705ae,0.21684633
685ad0e1c97e,0.3369535
bc1125013d36,0.3346437
d04952b0b1e1,0.4927403
a2a6f4751394,0.18825771
af968213b677,0.7609608
194cdb67593f,0.8795247
97725a171f90,0.16291472
bc70b4171e6d,0.49271
8.87E+11,0.16049105
09a475eb92b1,0.41472042
ded18e55e44a,0.28555587
c03032f6f7ec,0.66028744
fca28242d548,0.34245417
a8fc962bb75a,0.26908046
4dcf9b4eac38,0.1334689
4c39aad7cdb1,0.39781612
7e41e3baf86c,0.16733171
56b9da78dd40,0.10069708
b3f1a7638c62,0.48085627
483d1a4f2a16,0.35247785
f74ab1f6add6,0.31365323
fdb79abbc0b4,0.32533473
8aa5f4289ca3,0.5851573
1ed92f637f28,0.36118078
a5b6efe534c1,0.31072685
51b4cb0b94d7,0.14872652
e75a13e39489,0.11644759
df68f29782a5,0.40451154
1d0e36048bfb,0.8195338
8704f42a5d09,0.3183968
1ff0dcad4486,0.8734758
7d3145812070,0.3615907
74d62f9251b8,0.13347408
08cc9a7bd982,0.6148651
be03e84c2bb8,0.7333668
6a3673cfdbb3,0.3211516
396541d1c1ed,0.68909174
d3c5cf9570af,0.1825964
c13a6fb352b8,0.2399101
800ca54b8c7d,0.5224452
cb3ad5dcdbf3,0.7120315
1cec1213bf09,0.21915515
c3e7ffadc176,0.13792126
a0f18fc444a6,0.23794177
f25d39dd44ef,0.20952581
c7fe9545eb32,0.41176155
cfd7b5ab2955,0.15826114
5fd0e0dfd177,0.20525059
cefcbc9bc634,0.2697183
aeb3ef9f6a66,0.69430876
32d5d4743d61,0.16953294
51e6c945b02d,0.52173525
b38fa59de46d,0.5623883
89609f29fced,0.30130714
7e3214863dbb,0.40031075
6d57a1311b68,0.9171309
ba863289a092,0.28790337
6dad4ea36945,0.24318583
72e80ade1b7b,0.2758515
97bc7650d2bd,0.51904494
35ba6d90c785,0.7964878
0ffa4be142c2,0.27776068
c54e76d297e9,0.7820581
56f0946f4977,0.47912583
82d45eb6faec,0.5982624
44ff819aa84e,0.15728128
7567920a7aca,0.6169246
46b39fcafe7a,0.9619169
7d40ab60dfb1,0.23785292
ac2c66897805,0.10924103
6c6fdb05a60a,0.8016975
47b9956abaf6,0.64530283
9dc768f2d208,0.5809956
47dfb34a0b28,0.63867456
4735e249c362,0.29354566
a643fd58b174,0.6257902
c63a31ba7275,0.40205365
98447fb26187,0.4549621
6329f41e2a52,0.39054203
4ddb9278a951,0.38155466
cacf517f8317,0.48834902
30240555db7b,0.46427065
2299574ff1bf,0.6730334
aa7a4470fd89,0.65198386
01eb52417bef,0.31300712
91787a88a858,0.5423469
1f8b75a1533a,0.1945976
6854818462be,0.24531844
9dca0d9942ce,0.6797839
e83f4611c723,0.6092594
475a746446df,0.183096
c1c1aff6b6b2,0.19757743
112195bf429b,0.7103581
7300a8359726,0.4026642
035905a13ad9,0.41517806
2fd78ba43b83,0.8393774
48c214fe3a58,0.115992405
fffb26f11f01,0.1610303
c914628fe50b,0.14167807
5e146fc2e9a0,0.21141042
652a2da1bf83,0.42468897
275d7b6497a5,0.97751075
eb6f270fa7b3,0.28413734
4ad98fcf0b2b,0.22098958
5f704d5a8ad6,0.44814652
355edd75aeb9,0.613945
93b5d390b235,0.32899666
9f63e50a1f23,0.4758546
f90edfb1d6ab,0.52281654
9ba6c02a822e,0.4410016
c4954b2eba7a,0.47169065
15d1c766510d,0.22414587
b475799bdefd,0.35393977
851c1cb8ef96,0.19609661
b9fc2a5cf366,0.62354517
496ceba99389,0.19977996
505b52b558d8,0.6952403
9.87E+11,0.6826088
c85f88e6e2ea,0.11931383
3774a4e894c5,0.39000598
f678bbbe3f17,0.27763647
dd5b99c47441,0.4225994
1a4b8c7f363d,0.92850024
561729575c44,0.35335305
299377121c1f,0.8540429
58572825448b,0.46945658
0df2cc79a07e,0.29305482
8c1b3c725448,0.44444183
32786f1564c0,0.56497586
971458bd116d,0.21058223
6b7a6b7f40dc,0.28501156
8aae60406895,0.88145536
36db4a444f22,0.37125257
a1d3f93c6af9,0.18331125
972acb0d1ac8,0.7753402
6036969f6176,0.66216534
cc8b140ff2aa,0.12570539
b04d6696ca80,0.15646608
aa85aec312ec,0.35726625
304320ad8ba3,0.2044406
107ce40f0592,0.83444655
f6311afabee5,0.21519037
b4f862fddc3e,0.7275372
02a8c4a8d1ac,0.42497432
028fedb6a722,0.0
3cfc549fe93e,0.234177
4b793073ef4a,0.7181432
8b4df1dff7c8,0.0761085
ce4acca72a9c,0.65432775
d0bc3eef0cdb,0.35070306
0fc29465af23,0.15996957
0582a1c802d9,0.12892242
6d9406c789f8,0.78481543
c82c1064ad14,0.78218764
bc8d3d5c2971,0.56385815
7b0c73547257,0.5705802
a2645b2ea39f,0.4579472
56a5f886b2ec,0.3461159
5c4e0e7c2840,0.18294682
9774595bb9d9,0.39539874
75e0fa5f22de,0.27561292
308e2cf3e9f6,0.20491692
002237d32cd3,0.74416834
a53fd3cf8323,0.1874525
85eef5de6be9,0.49865353
c5544c65de29,0.8820389
ea90259d9fa4,0.27104566
65e7039be84e,0.62745416
b0621df6f616,0.3080253
e62508748930,0.26033255
8657687f75ce,0.39244238
4f150432762a,0.55458784
f3c0aa7ea092,0.3348644
bb0020ab79e2,0.20064284
93f5ef3df181,0.23039946
d47519ad9743,0.9801227
dc2511b2c0df,0.44534558
1ce6a59d7f27,0.53484595
53f75d2aa854,0.37454987
90d11c7a295b,0.49742195
bc65e1921d59,0.14193442
c1e01b829672,0.23850353
8e47bd6189d6,0.1845825
b3c94f008bde,0.10878258
a46fecb318a3,0.8863983
1cb5f27c390c,0.25638396
0f7537c60ff5,0.25359854
d4978559b4e5,0.24150613
24d771be312f,0.5755111
2a42fc3e4ec5,0.7803635
29c5d3c3f7b3,0.28795135
b0bcd9d57366,0.64846057
7acd9a0016b0,0.49960706
19245ff8f5db,0.17802455
54aca993efcd,0.40440688
a2b26edefecd,0.4535317
7ce43cbc7bd8,0.4484638
fcaf1da86b80,0.18382522
a03eb379dfd5,0.69835615
3c9fbb230506,0.3287551
004ffaf63764,0.2267983
de1f8dcbaa85,0.1756207
01de0d93ad2a,0.29402956
c44cb28788a5,0.34073827
22c374c0009a,0.4537943
0f760c2cd804,0.59462065
c3b730de2869,0.47518677
d7f86fa02960,0.5958168
0d03cdf13a5e,0.89792556
b02ef9cba90c,0.29178402
5d0b116c5bb1,0.32399374
a778b43fcfe1,0.54939747
35dbd4c7dc9c,0.3345569
78cd8efccc9a,0.7944524
cf183a83f539,0.46503392
d6c51b4fb360,0.23497207
5e559c845ed6,0.59216243
d03c1d83f98a,0.23959537
cf60f080ac80,0.49342015
8c853a02a03b,0.128393
2c65f7e495da,0.6788753
cf656ff574e9,0.5734855
2a6b0d2482c0,0.44636896
ebe4ee995753,0.29595545
7fdeb0623beb,0.20973536
a33a4d485654,0.25869086
e2f8e6acf30b,0.43932223
1004456c2470,0.3620856
d0dc61da1e6a,0.12121568
3f709832d5e3,0.35477862
1c1f95d7e212,0.3159746
66d223549460,0.16896407
6e35eb4b9eaa,0.38594466
1ee996d3e609,0.6093862
20a495358374,0.19988807
c9cc8ecb862f,0.4812593
f922a54138b1,0.48508117
ed6a15841bed,0.25976476
3e3b00202667,0.16345575
6519082f8ec5,0.27144134
424bcf3491a6,0.25316924
75f9f3548e0d,0.3762031
15b5d60e703b,0.18685618
c9a254fa4414,0.13722833
9899419fe6f0,0.17840737
b2a5534ec4f2,0.30963114
1b30d722075d,0.20298055
97abe25e25d2,0.43239036
e7e997c7d49b,0.33776587
5174c40e4927,0.1295493
58f19c11ac2b,0.38237527
6a20ae1b1a91,0.3976433
887422aa6873,0.54355013
f5ec755c69dd,0.36867547
c891386c8e44,0.28346696
b40c2cef3343,0.32333717
784a52c82f96,0.46047017
fab4b9cc831b,0.26746556
03a6cbf790e7,0.4052717
cfb7f414ed38,0.38658822
409a2ec6c872,0.37667802
db0cc3204068,0.37274334
1512a7bd543b,0.6127749
c2e1ad42cf85,0.31684202
99c92cfd39d5,0.49472097
a6390a9a1f7a,0.3915913
1d4e89455f2c,0.30557555
c1ae9c878202,0.38854966
5d2013c17efc,0.7610263
aada2f4c624e,0.306476
7fe17ab6741f,0.09704112
1fdccfa8aa80,0.42390782
9ed48066d6be,0.4649385
26a1bbf915a0,0.22762525
a6fb14eff622,0.5336242
c0e84e9ca95b,0.6124545
01a479ccb756,0.80634195
418b53f80d0d,0.33465996
95a6dd826022,0.20871748
58b2bb11217c,0.21256052
8e4408758e40,0.13627532
6eba906f7b10,0.16111748
36e60e0e82df,0.24432066
20f8502f37aa,0.36792216
b51930cfdccd,0.44388554
52367f944145,0.15179817
d99d953cfb75,0.13620636
491b3efb6c28,0.58333284
337f01af330f,0.9407822
cc7247033a98,0.30324867
c3c5fb9e063d,0.38268963
1a8494e2289c,0.18702029
755c3bb15e24,0.7356827
5b568824ca0d,0.32864293
b31e90c2eef2,0.39051026
d50078358129,0.55502385
11eb817b4914,0.67985106
9c6143de281c,0.6137411
2e1eed80ff47,0.39767396
6bc3ef0f7b18,0.6642731
3604a9be9969,0.16636749
9380e06071b7,0.20269895
4608982164af,0.14840586
a004d2a0f2d2,0.5748768
e068e3e2a88c,0.56823635
b4493bd1cd4e,0.3887118
1a20e03db46f,0.2908333
d74a8a96ebc0,0.31381136
fbb8bdfc58e3,0.3960907
07ad6d72beec,0.33770457
bf458c69bc35,0.16933997
24f93678aef4,0.36185852
3991e768cd30,0.25337908
325aad66082f,0.30083093
2e10b3ce8df1,0.29804417
c8c0f739428f,0.42971948
86125e68de67,0.6180775
0544fce372a4,0.6002147
4dac517682fe,0.138954
66cb42b9e098,0.4528669
1f4b5319c6ed,0.42766932
357a1fadf2b3,0.3865396
a7185111d09c,0.23101003
0bc0bb858a55,0.19860248
a10e9fe77047,0.29607606
4f453f4ea6a0,0.36882147
8366939ac196,0.12420495
c3b2e6ff16bb,0.33847007
cc03eed9fd6e,0.7278993
518766eb3336,0.15211965
9825492bd959,0.36679256
d8c10d2986cd,0.4739574
27ecdea06b9d,0.5673444
254f5a27a4c6,0.25539175
3b7da16b86d2,0.47889015
efee8e9ef4ff,0.6945985
5ebc0ba9010a,0.62336427
66e983350337,0.55420965
1b0b6445b90e,0.91726214
10c8e1e050a8,0.34140015
99004a9f8285,0.62880147
b0836c54e889,0.31620416
0e6d88e4194b,0.3900521
b4041b19ae0e,0.5570204
7766e4b1a784,0.25604558
c682ffbb87ea,0.5763743
29ee3de55065,0.4002433
1cb01e54f497,0.6199736
3bd49654998f,0.24873683
744dd667ba8a,0.69266987
16cca338538c,0.6225416
c4cf9ecae7b7,0.5792058
4325676fc828,0.19579215
e7c14db872ed,0.2875186
e05d3de7dab9,0.4082692
e4853dda7a8e,0.9897157
323ffeaf61c4,0.18880156
47add803a228,0.18844733
c9cc0342ab62,0.28133857
9819b420110d,0.13240688
10e3ddc6ba0b,0.32275334
23b61e07bfd8,0.32732376
c91df8d62253,0.64028
50412866b89c,0.1416579
04b9f2b28933,0.61000484
847ee6269692,0.8185105
83428d84ba3a,0.3161772
16c2220e341e,0.9850078
2ce9bc65d6a1,0.26018482
ca7f2566be8f,0.19922169
5e7a112753fc,0.17886674
aab6e345de43,0.20411691
7fc9eedc91da,0.40501598
440e25159616,0.5492536
28582758b3b2,0.84808505
23b16eb636a7,0.27912924
92e3a825887d,0.21599782
48158628d3e1,0.21102464
f70863a667dc,0.2486887
c5201c6702cd,0.3941978
483e5e530cba,0.6321053
105dfd52c24a,0.3301229
6422e59f085a,0.3771599
d4861ee0118e,0.309547
a25060173906,0.1313535
b2c069727a82,0.58473265
3a6b2dfa3543,0.44036007
e1de86f809e8,0.4967222
e226ab44be0f,0.9917709
3b34bfa3dafa,0.8332303
c23c83c92cfb,0.23984823
b8d00ab34118,0.46376222
dc76f0f19a27,0.6900801
a08da305a8fe,0.38763282
4c232f70b193,0.991478
7a7323b386f0,0.34775302
f87f7621e3d9,0.59604776
ce7daf365cbb,0.45651805
14d1db7cd1ca,0.6892836
daa322e8dbe8,0.10504805
709eb7d591a3,0.60351527
1f058a156657,0.44231007
18798aefa750,0.3899691
1424644280b3,0.5918571
319fa48167ce,0.73930305
e6c720a749ba,0.93869686
937a3b08d5a9,0.6450922
7215a9b52f89,0.35531533
446b83447023,0.15125218
b827d48bd239,0.2847784
049db15fdb74,0.4672711
be299e3cbf88,0.82767934
ca097cd1bbcc,0.27811718
0bcb1b2e815a,0.3617158
8265549fc8d7,0.68694806
1297d404698e,0.569238
6e12eeed7681,0.31984326
949366cd7c91,0.27960953
10e2d4d96a61,0.69358814
a3163d5ecf41,0.86969864
fb5dfd9fefd8,0.13930193
bb9633372df9,0.12871586
a967d6918d8f,0.22950372
61bdbae28090,0.6349491
35389961946d,0.55092645
f9d529a1ea5c,0.3186796
bef8aa3f85c5,0.18227707
cf84a46d2de9,0.27196476
acdf6dae6999,0.65317714
c435bb92cc2b,0.20271087
c3c25e5e208e,0.37765768
9ce487cde7fe,0.22763422
3bd55c10b960,0.46928576
c5ef31487e2b,0.40787327
0cbe9fe0eb6e,0.48690608
ac0d2390612c,0.22198255
3fb100ca3ac3,0.38016903
b3447ca4417a,0.6700593
9c34c0da90be,0.21007453
b4d14c5e2819,0.43084508
acbf21da9da2,0.14388001
3065d9ac2ca7,0.0
6a792362879f,0.702944
d8fd3315a547,0.43377244
78555b30c885,0.32282507
5a1a057d0a94,0.32518128
db62f5da316e,0.38381574
fba1a972cacd,0.3031924
21e26247a16b,0.6604019
2e39d740e844,0.32625946
7e6ac2d96ec1,0.13746507
3eea64844890,0.5340134
8b3140e02592,0.3419865
5f0db701334d,0.29745662
e991459d5f34,0.27271122
46e34164e744,0.210915
6e797f410ac3,0.3892061
ae2759207915,0.27304512
7729608ef78f,0.37800416
